"id","title_original","title_cn","category","subcategory","subject","education_level","language","region","ai_tool_or_method","summary_cn","teaching_goal_cn","implementation_cn","outcomes_cn","limitations_cn","workflow_cn","source_type","credibility","source_url","canonical_url","published_date","accessed_date","last_verified_date","link_status","http_status","redirect_url","quality_score","quality_label"
"case-292","Still the Teacher: How California’s AI Law Keeps You at the Center","Still the Teacher: How California’s AI Law Keeps You at the Center","AI for Teaching & Assessment","Assessment / Feedback","写作","大学","英文","美国/全球","Chatbot","自动收录：Picture this: A colleague spends Sunday night feeding her lesson outline into an AI tool, gets back a polished set of discussion questions, and walks into class feeling prepared. …。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕写作设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Still the Teacher: How California’s AI Law Keeps You at the Center\n【适用】大学；方向：Assessment / Feedback\n【目标】用Chatbot完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","教师实践","教师实践","https://s39613.pcdn.co/articles/teaching-with-technology-articles/still-the-teacher-how-californias-ai-law-keeps-you-at-the-center/","https://s39613.pcdn.co/articles/teaching-with-technology-articles/still-the-teacher-how-californias-ai-law-keeps-you-at-the-center","2026-07-17","2026-08-06","2026-09-11","redirected","200","https://facultyfocus.com/articles/teaching-with-technology-articles/still-the-teacher-how-californias-ai-law-keeps-you-at-the-center","62","基本可用"
"case-294","Education in the AI Era: How teachers in Northern Ireland are using Gemini in their day-to-day work","Education in the AI Era: How teachers in Northern Ireland are using Gemini in their day-to-day work","AI for Teaching & Assessment","Teacher Workflow","教师专业发展","教师教育","英文","全球","Generative AI","自动收录：In this episode of Education in the AI Era, hear how teachers in Northern Ireland saved up to 10 hours a week through AI-supported admin and lesson prep. By using Gemini for Educa…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕教师专业发展设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Education in the AI Era: How teachers in Northern Ireland are using Gemini in their day-to-day work\n【适用】教师教育；方向：Teacher Workflow\n【目标】用Generative AI完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","视频资源","官方/学校","https://www.youtube.com/shorts/q65D_nLAU7s","https://youtube.com/shorts/q65D_nLAU7s","2026-07-20","2026-08-06","2026-09-11","ok","200","","66","基本可用"
"case-295","3 Questions for Collage AI’s Carin Nuernberg","3 Questions for Collage AI’s Carin Nuernberg","AI for Teaching & Assessment","Assessment / Feedback","评估","小学","英文","美国/全球","Writing Feedback","自动收录：3 Questions for Collage AI’s Carin Nuernberg joshua.m.kim@d… Tue, 07/21/2026 - 03:00 AM A conversation with the newly appointed head of academic strategy and partnerships. Byline(…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕评估设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】3 Questions for Collage AI’s Carin Nuernberg\n【适用】小学；方向：Assessment / Feedback\n【目标】用Writing Feedback完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","媒体报道","媒体报道","https://www.insidehighered.com/opinion/columns/learning-innovation/2026/07/21/3-questions-collage-ais-carin-nuernberg","https://insidehighered.com/opinion/columns/learning-innovation/2026/07/21/3-questions-collage-ais-carin-nuernberg","2026-07-21","2026-08-06","2026-09-10","ok","206","","58","基本可用"
"case-296","We Must Stop Using AI to ‘Level-Down’ Our Students","We Must Stop Using AI to ‘Level-Down’ Our Students","AI for Teaching & Assessment","Teacher Workflow","阅读","小学","英文","美国","Robotics","自动收录：No one would remember the line, “Keep being good and special, Ponyboy. Don’t change.” It just doesn’t hit the same as S.E. Hinton’s classic line, “Stay gold, Ponyboy, stay gold.” …。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕阅读设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】We Must Stop Using AI to ‘Level-Down’ Our Students\n【适用】小学；方向：Teacher Workflow\n【目标】用Robotics完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","媒体报道","媒体报道","https://edsurge.com/news/we-must-stop-using-ai-to-level-down-our-students","https://edsurge.com/news/we-must-stop-using-ai-to-level-down-our-students","2026-07-22","2026-08-06","2026-09-10","ok","200","","57","基本可用"
"case-297","What Does AI Cost When We Skip the Work?","What Does AI Cost When We Skip the Work?","AI+Humanities","Language","写作","大学","英文","美国","Generative AI","自动收录：Every few months, another headline declares the college degree dead. This Week with EdSurge examines what still holds up when artificial intelligence moves fast, through two guest…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕写作设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】What Does AI Cost When We Skip the Work?\n【适用】大学；方向：Language\n【目标】用Generative AI完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份带有来源证据、修改记录和 AI 使用说明的阅读、写作或人文作品。","媒体报道","媒体报道","https://edsurge.com/news/what-does-ai-cost-when-we-skip-the-work","https://edsurge.com/news/what-does-ai-cost-when-we-skip-the-work","2026-07-22","2026-08-06","2026-09-10","ok","200","","57","基本可用"
"case-298","The Cognitive Concern: Why AI Needs a Nutrition Label","The Cognitive Concern: Why AI Needs a Nutrition Label","AI+STEM","Coding / CS","Coding / CS","大学","英文","美国/全球","Generative AI","自动收录：In the late 1970s, America had a collective awakening. For decades, the food industry had flourished, offering convenience and endless variety, largely in the absence of robust pu…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕Coding / CS设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】The Cognitive Concern: Why AI Needs a Nutrition Label\n【适用】大学；方向：Coding / CS\n【目标】用Generative AI完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一段可运行代码、调试记录和代码说明。","教师实践","教师实践","https://s39613.pcdn.co/articles/teaching-with-technology-articles/the-cognitive-concern-why-ai-needs-a-nutrition-label/","https://s39613.pcdn.co/articles/teaching-with-technology-articles/the-cognitive-concern-why-ai-needs-a-nutrition-label","2026-07-22","2026-08-06","2026-09-11","redirected","200","https://facultyfocus.com/articles/teaching-with-technology-articles/the-cognitive-concern-why-ai-needs-a-nutrition-label","62","基本可用"
"case-299","Education in the AI Era: Supporting different learners in Northern Ireland classrooms with Gemini","Education in the AI Era: Supporting different learners in Northern Ireland classrooms with Gemini","AI Literacy","AI Literacy Basics","AI素养","教师教育","英文","全球","Adaptive Learning","自动收录：Every classroom moves at a different pace. In this episode, educators in Northern Ireland talk about how they’re using Gemini for Education to support more flexible, personalized …。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕AI素养设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Education in the AI Era: Supporting different learners in Northern Ireland classrooms with Gemini\n【适用】教师教育；方向：AI Literacy Basics\n【目标】用Adaptive Learning完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份 AI 输出核查记录、学习作品和人工判断反思。","视频资源","官方/学校","https://www.youtube.com/shorts/kEopqUNbBbY","https://youtube.com/shorts/kEopqUNbBbY","2026-07-22","2026-08-06","2026-09-10","ok","200","","66","基本可用"
"case-300","Students Using AI to Write Financial Aid Appeals","Students Using AI to Write Financial Aid Appeals","AI+STEM","Math","写作","大学","英文","美国/全球","Chatbot","自动收录：Students Using AI to Write Financial Aid Appeals Johanna Alonso Thu, 07/23/2026 - 03:00 AM In a survey, administrators said vague, AI-written appeal letters can be burdensome beca…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕写作设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Students Using AI to Write Financial Aid Appeals\n【适用】大学；方向：Math\n【目标】用Chatbot完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份解题过程、证据核查、错因说明和最终订正稿。","媒体报道","媒体报道","https://www.insidehighered.com/news/students/financial-aid/2026/07/23/financial-aid-offices-contend-ai-written-appeals","https://insidehighered.com/news/students/financial-aid/2026/07/23/financial-aid-offices-contend-ai-written-appeals","2026-07-23","2026-08-06","2026-09-09","ok","206","","56","基本可用"
"case-301","Whole-School Live AI Training: Your Fast-Track to the Gemini Educator Certification [K12]","Whole-School Live AI Training: Your Fast-Track to the Gemini Educator Certification [K12]","AI Literacy","AI Literacy Basics","AI素养","大学","英文","全球","Generative AI","自动收录：A high-impact masterclass designed for school staff to efficiently master Gemini and discover practical ways to integrate AI into their daily teaching and administrative workflows…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕AI素养设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Whole-School Live AI Training: Your Fast-Track to the Gemini Educator Certification [K12]\n【适用】大学；方向：AI Literacy Basics\n【目标】用Generative AI完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份 AI 输出核查记录、学习作品和人工判断反思。","视频资源","官方/学校","https://www.youtube.com/watch?v=DItoBftt3JI","https://youtube.com/watch?v=DItoBftt3JI","2026-07-23","2026-08-06","2026-09-08","ok","200","","66","基本可用"
"case-302","Students Convene to Hammer Out AI Bill of Rights for Schools","Students Convene to Hammer Out AI Bill of Rights for Schools","AI for Teaching & Assessment","Teacher Workflow","写作","初中","英文","美国","Chatbot","自动收录：BOSTON — Tatiyana Reaves got into trouble recently for writing a one-syllable word — and not the one you’d think. Taking a computer class at her Fayetteville, N.C., high school, s…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕写作设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Students Convene to Hammer Out AI Bill of Rights for Schools\n【适用】初中；方向：Teacher Workflow\n【目标】用Chatbot完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","媒体报道","媒体报道","https://www.the74million.org/article/students-convene-to-hammer-out-ai-bill-of-rights-for-schools/","https://the74million.org/article/students-convene-to-hammer-out-ai-bill-of-rights-for-schools","2026-07-24","2026-08-06","2026-09-09","ok","200","","58","基本可用"
"case-304","Transforming Teaching and Learning with Google AI: The Enhanced Lecture & Curriculum [Higher Ed]","Transforming Teaching and Learning with Google AI: The Enhanced Lecture & Curriculum [Higher Ed]","AI+Humanities","Arts & Design","Arts & Design","大学","英文","全球","Generative AI","自动收录：Leverage Gemini Canvas and NotebookLM as co-designers to revitalize course design, create interactive study guides, and generate podcast-style topic summaries. 📄 One-pager: https…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕Arts & Design设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Transforming Teaching and Learning with Google AI: The Enhanced Lecture & Curriculum [Higher Ed]\n【适用】大学；方向：Arts & Design\n【目标】用Generative AI完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一个创意作品、提示词与版本记录，以及作者的设计说明。","视频资源","官方/学校","https://www.youtube.com/watch?v=8n4oUB1-YCE","https://youtube.com/watch?v=8n4oUB1-YCE","2026-07-24","2026-08-06","2026-09-08","ok","200","","67","基本可用"
"case-305","Education in the AI Era: Supporting personalized learning in Northern Ireland classrooms with Gemini","Education in the AI Era: Supporting personalized learning in Northern Ireland classrooms with Gemini","AI Literacy","AI Literacy Basics","AI素养","教师教育","英文","全球","Adaptive Learning","自动收录：In this clip from Education in the AI Era, educators in Northern Ireland share how Gemini for Education is helping support more personalized learning approaches across different s…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕AI素养设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Education in the AI Era: Supporting personalized learning in Northern Ireland classrooms with Gemini\n【适用】教师教育；方向：AI Literacy Basics\n【目标】用Adaptive Learning完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份 AI 输出核查记录、学习作品和人工判断反思。","视频资源","官方/学校","https://www.youtube.com/shorts/8wSRjh1aR5c","https://youtube.com/shorts/8wSRjh1aR5c","2026-07-24","2026-08-06","2026-09-10","ok","200","","66","基本可用"
"case-306","The Pedagogy of Trading Places: Lessons from an Unexpected Role Reversal with AI","The Pedagogy of Trading Places: Lessons from an Unexpected Role Reversal with AI","AI for Teaching & Assessment","Assessment / Feedback","评估","大学","英文","美国/全球","Image Generation","自动收录：True Confessions from the Grading Trenches It happened on a Wednesday—the kind of Wednesday that arrives in the middle of a grading cycle and quietly steals your personality. I ha…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕评估设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】The Pedagogy of Trading Places: Lessons from an Unexpected Role Reversal with AI\n【适用】大学；方向：Assessment / Feedback\n【目标】用Image Generation完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","教师实践","教师实践","https://s39613.pcdn.co/articles/teaching-with-technology-articles/the-pedagogy-of-trading-places-lessons-from-an-unexpected-role-reversal-with-ai/","https://s39613.pcdn.co/articles/teaching-with-technology-articles/the-pedagogy-of-trading-places-lessons-from-an-unexpected-role-reversal-with-ai","2026-07-27","2026-08-06","2026-09-08","redirected","200","https://facultyfocus.com/articles/teaching-with-technology-articles/the-pedagogy-of-trading-places-lessons-from-an-unexpected-role-reversal-with-ai","63","基本可用"
"case-307","Designing the AI-Integrated Classroom: A Triadic Learning Ecosystem","Designing the AI-Integrated Classroom: A Triadic Learning Ecosystem","AI for Teaching & Assessment","Teacher Workflow","教师专业发展","教师教育","英文","美国/全球","Generative AI","自动收录：Artificial intelligence (AI) will transform the classroom into an interactive ecosystem of guidance and support. The Triadic Learning Ecosystem (TLE) offers an architecture of tha…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕教师专业发展设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Designing the AI-Integrated Classroom: A Triadic Learning Ecosystem\n【适用】教师教育；方向：Teacher Workflow\n【目标】用Generative AI完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","研究/实践报道","媒体报道","https://er.educause.edu/articles/2026/7/designing-the-ai-integrated-classroom-a-triadic-learning-ecosystem","https://er.educause.edu/articles/2026/7/designing-the-ai-integrated-classroom-a-triadic-learning-ecosystem","2026-07-28","2026-08-06","2026-09-09","ok","200","","60","基本可用"
"case-308","4 Research-Based Insights for Successful Campus AI Rollouts","4 Research-Based Insights for Successful Campus AI Rollouts","AI for Teaching & Assessment","Assessment / Feedback","Assessment / Feedback","大学","英文","英国","Chatbot","自动收录：Four factors can help higher education leaders strengthen artificial intelligence (AI) implementation across their institutions. PROVIDED BY Prosci | 2026 EDUCAUSE Strategic Partn…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕Assessment / Feedback设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】4 Research-Based Insights for Successful Campus AI Rollouts\n【适用】大学；方向：Assessment / Feedback\n【目标】用Chatbot完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","研究/实践报道","媒体报道","https://er.educause.edu/articles/sponsored/2026/7/4-research-based-insights-for-successful-campus-ai-rollouts","https://er.educause.edu/articles/sponsored/2026/7/4-research-based-insights-for-successful-campus-ai-rollouts","2026-07-27","2026-08-06","2026-09-09","ok","200","","61","基本可用"
"case-309","Gates Foundation Bets on Credentials, AI to Reach Students Before 2045 Sunset","Gates Foundation Bets on Credentials, AI to Reach Students Before 2045 Sunset","AI for Teaching & Assessment","Assessment / Feedback","评估","初中","英文","美国","Chatbot","自动收录：With an eye on the clock, the Gates Foundation refreshed its vision for American schools Wednesday morning, unveiling a set of five-year goals intended to ease students’ transitio…。原文包含 AI 教育、课堂实践、教师工作流或学生学习任务相关信息，可打开来源进一步查看。","围绕评估设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】学习作品、AI使用记录和简短反思。\n【评价】看任务完成度、证据质量、修改过程、AI透明度和反思深度。\n【注意】使用前请结合本校AI政策、学生年龄和资料私隐要求调整。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Gates Foundation Bets on Credentials, AI to Reach Students Before 2045 Sunset\n【适用】初中；方向：Assessment / Feedback\n【目标】用Chatbot完成一个可检查的学习任务，并让学习者说明AI帮助和人工判断。\n【流程】1. 用真实问题导入；2. 教师示范提示、生成或反馈；3. 学生完成任务并记录AI对话；4. 核查事实与偏差；5. 修改作品并反思。\n【产出】一份教师审阅后的教案、反馈表、评价量规或分层材料。","媒体报道","媒体报道","https://www.the74million.org/article/gates-foundation-bets-on-credentials-ai-to-reach-students-before-2045-sunset/","https://the74million.org/article/gates-foundation-bets-on-credentials-ai-to-reach-students-before-2045-sunset","2026-07-29","2026-08-06","2026-09-09","ok","200","","60","基本可用"
